bank,date,message,shares,pos_reaction,neg_reaction
ZA,2022-08-20,【何用太心急一問露底藴🎶】 初次約會就好似首歌咁有種戀愛預感？無論你係新派定老派，都要時刻記住 #守戶 之必要。隨便借出或者售賣銀行戶口，分分鐘成為不法分子嘅幫兇，同樣都有機會干犯 #洗黑錢罪，最高刑罰係罰款港幣 500 萬同監禁 14 年 ⚠️  有懷疑？隨時打開 ZA Bank App 📱 或者透過 24 小時客戶服務熱線 3665 3665 ☎️ 聯絡我哋啦。想知多啲仲可以睇埋 香港金融管理局 Hong Kong Monetary Authority 嘅專頁 👉 https://bit.ly/3ypCOkF   #ZABank #虛擬銀行 #便宜莫貪勿賣Account ＃洗黑錢陷阱 #唔好借出或售賣銀行戶口,0,21,2
ZA,2022-08-19,"【Only Me🎵Can Take You 去Staycation🏨】 免費 Staycation？我要！😏 即日起至 9 月 14 日，揾「ZA卡數師」找指定卡數*，就會得到必定中獎嘅扭蛋一個，當中 1/10 機會可以免費去香港文華東方酒店等五星級酒店 Staycation😍！等你清完數就可以輕鬆「暑」出去 Chill！  扭唔到 Staycation 都唔緊要，一樣有 KKday 現金券俾大家自己計劃行程，出走就係咁簡單！ 立即了解更多 👉🏻 https://bit.ly/3Cdr60t   #ZABank #ZA卡數師 #避暑Fun期企劃 #香港文華東方酒店  *如用戶於 2022 年 9 月 14 日或之前成功提取貸款額達 HKD 50,000 或以上，還款期 12 個月或以上的信用卡賬單分期計劃，完成貸款 7 天冷靜期後，可於 2022 年 9 月 22 日 在 ZA Quest 內獲得扭蛋一個，抽取一份獎品，包括指定酒店的住宿套票、KKday HKD 200 面值現金券或 KKday HKD 100 面值現金券，當中抽到指定酒店住宿套票的機會至少為 10%。推廣期內，每位合資格客戶只可以得到一份獎賞。 借定唔借？還得到先好借！ 受條款及細則約束︰https://bit.ly/3T3y5Pi",4,17,3
ZA,2022-08-16,【一齊歎！當文歷餅店咖啡買一送一】   重有一個月先有公眾假期......依家梗係要飲多幾杯咖啡提提神啦！☕️☕️☕️☕️   中環同尖沙咀嘅朋友有福了，因為依家用 ZA Card 去當文歷餅店 - Dang Wen Li by Dominique Ansel 買咖啡類飲品都有買一送一啦！下晝 3 點 3 同同事歎杯靚啡又得，weekend 約男神女神嚟個 coffee date 又得，得咗！🙆   其他地區嘅朋友唔使擔心，因為喺以下 Café 用 ZA Card 買咖啡，同樣享有買一送一優惠，包你日日都夠哂精神！😎 ☕️ Classified Hong Kong ☕️ Feather & Bone ☕️ Hazel & Hershey Coffee Roasters ☕️ Rise by Classified ☕️ The Porter ☕️ WINSTONS COFFEE   #有咖啡飲嘅日子先係好日子 #聽講當文歷餅店杯朱古力都好出色 #係呀朱古力同抹茶牛奶都可以買一送一 #ZACard #ZABank ------- 由即日至 2022 年 9 月 30 日，憑 ZA Card 於特選商戶購買咖啡，即享買一送一優惠。優惠由商戶提供，使用條件 (包括但不限於咖啡種類、咖啡價錢、優惠享用時間、用餐方式等) 由各商戶決定，詳情請向有關商戶查詢。名額有限，先到先得。受活動條款及細則 (https://bit.ly/3T1lsEG) 約束。,3,26,2
ZA,2022-08-13,【📢我最期待的畫面出現了！ZA百萬勁抽得主誕生🤑】   萬眾期待，7月份「百萬勁抽」正式開獎啦！恭喜手持「百萬勁抽券」券號21ZT0 嘅 MA S** H*，真係、真係、真係贏得一百萬現金^！👏  你都想好似呢位幸運兒咁，銀行存款多幾個零？🎵 新一輪「百萬勁抽」已經開始，等你參加！只要用邀請碼 「IWANT1M」成功於 ZA Bank 開戶，即刻送你 3 張「百萬勁抽券」，競逐 8 月份嘅一百萬獎金*！再用 ZA Card 消費或完成 ZA Quest 指定任務，就可以收集更多「百萬勁抽券」，提升中獎機會！💰  立即開戶，下個一百萬幸運兒隨時係你🤩： https://bit.ly/3vUKYBk  #百萬勁抽 #百萬勁抽券 #真係有人贏咗一百萬啦 #下個可能係你 #ZACard #ZABank ------- ^ ZA Bank 「7月百萬勁抽」得獎結果已在永睿會計師事務所創辦人鄔晉昇執業資深會計師的監察下，成功由電腦系統隨機抽出。 * 由即日至 8 月 27 日 ，合資格客戶必須在開戶時準確輸入開戶邀請碼「IWANT1M」或在指定開戶登記頁以手機號碼、一次性短訊手機驗證碼及電郵登記 ，並用同一手機號碼於最新 ZA Bank App 版本開立 ZA Bank 戶口，再於成功開戶後 14天使用 ZA Card 消費任何金額一次。受條款及細則 (https://bit.ly/3BRA1V6) 約束。,2,56,5
ZA,2022-08-12,"【我哋又再「做壞規矩」，推出基金投資服務！】   作為香港最多用戶信賴嘅虛擬銀行，我哋致力為你打造革新銀行界嘅基金投資體驗。從此以後，你可以 0 費用*，認購環球知名基金公司嘅基金！由科技、消費、天然資源、健康護理到 ESG 的基金主題都有齊，滿足你唔同嘅投資偏好同需要。    ⏰由開戶到認購基金，最快 5 分鐘搞掂！^    😉而家完成 3 個ZA Quest 基金任務，最高可享 HKD 1,888 奬賞！#   1️⃣：開立投資戶口，最高可獲 HKD 88 奬賞  2️⃣：首次認購基金，最高可獲 HKD 800 奬賞  3️⃣：持有HKD 10,000 或以上基金達 20 個交易日，最高可獲 HKD 1,000 奬賞   詳情可參考： https://bank.za.group/hk/fund。 立即打開 ZA Bank App，開啟你的財富之旅！    #ZABank #基金 #投資 #財富自由 #zappyalfie #幫你善用一分一毫     * 活動推廣期為即日至 2022 年 12 月 31 日。合資格用戶必須在推廣期內成功於 ZA Bank 開立投資賬戶，方可享推廣期內 0% 認購費優惠。受條款及細則約束： https://bit.ly/3QcOQWL   ^ 開立投資賬戶所需的時間取決於實際情況而定。一般而言，在無需提交額外資料的情況下，現有 ZA Bank 用戶最快可於 5 分鐘內開通投資賬戶並完成認購基金。   # 活動推廣期為即日至 2022 年 9月 30 日。推廣期間，若用戶能滿足以下 3 項將可獲得奬賞。奬賞以 ZA Coin 形式發放，100 ZA Coin = HKD 1。ZA Coin 是由眾安國際金融服務有限公司營運的第三方獎勵計劃。用戶須將把銀行賬戶連接至 ZA Coin 賬戶。受條款及細則約束： https://bit.ly/3Pe19Aw   • 現有 ZA Bank 用戶成功開通投資賬戶，最高可獲 8,800 ZA Coin。   • 成功開戶後，用戶首次成功認購基金（最低認購門檻為 HKD 100），最高可獲 80,000 ZA Coin。   • 用戶的每日基金總持倉等於或多於 HKD 10,000 並維持 20 個交易日，最高可獲 100,000 ZA Coin。   重要風險聲明   投資涉及風險。此推廣資料只供參考，並不構成及不應被視為任何建議、推銷、遊說客戶認購或出售任何投資產品。以上資料、產品及服務僅為香港居民而設。   由 ZA Bank Limited 提供",2,22,3
ZA,2022-08-08,"【用 ZA Bank 買基金，步向財自不是夢！】 小編要好大聲同好高興咁講 🔊🔊🔊 我哋正式推出基金投資服務啦！  我哋知道一分一毫都好重要，所以由即日起，你可以零認購費*，認購環球知名基金公司的基金！由科技、消費、天然資源、健康護理到 ESG 基金主題都有齊，滿足你不同的投資偏好和需要。  由開投資賬戶到買基金，最快 5 分鐘就搞掂，就係一個字：快！💨#  😉 話你知，而家完成 3 個基金的 ZA Quest 任務，最高共可以獲得 HKD 1,888 的奬賞！^ 1️⃣ 開立投資賬戶最高可得 HKD 88 奬賞 2️⃣ 首次認購基金，最高可獲 HKD 800 奬賞 3️⃣ 持有 HKD 10,000 或以上基金達 20 個交易日，最高可獲 HKD 1,000 奬賞  立即打開 ZA Bank App，開啟你的財富之旅！  #ZABank #基金 #投資 #小編都即刻去開戶先   * 活動推廣期為即日至 2022 年 12 月 31 日。合資格用戶必須在推廣期內成功於 ZA Bank 開立投資賬戶，方可享推廣期內 0% 認購費優惠。受條款及細則約束： https://bit.ly/3BMTMNo # 開立投資賬戶所需的時間取決於實際情況而定。一般而言，在無需提交額外資料的情況下，現有 ZA Bank 用戶最快可於 5 分鐘內開通投資賬戶並完成認購基金。 ^ 活動推廣期為即日至 2022 年 9月 30 日。推廣期間，若用戶能滿足以下 3 項將可獲得奬賞。奬賞以 ZA Coin 形式發放，100 ZA Coin = HKD 1。ZA Coin 是由眾安國際金融服務有限公司營運的第三方獎勵計劃。用戶須將把銀行賬戶連接至 ZA Coin 賬戶。受條款及細則約束： https://bit.ly/3Q9Vwov • 現有 ZA Bank 用戶成功開通投資賬戶，最高可獲 8,800 ZA Coin。 • 成功開戶後，用戶首次成功認購基金（最低認購門檻為 HKD 100），最高可獲 80,000 ZA Coin。 • 用戶的基金總持倉等於或多於 HKD 10,000 並維持 20 個交易日，最高可獲 100,000 ZA Coin。  重要風險聲明 投資涉及風險。此推廣資料只供參考，並不構成及不應被視為任何建議、推銷、遊說客戶認購或出售任何投資產品。以上資訊、產品及服務僅為香港居民而設。  由 ZA Bank Limited 提供",0,23,3
ZA,2022-08-07,"【 SHAKE SHACK 超過 300,000 個驚喜任你抽!】 各位 Foodie 有福了!! 因為 ...... 紐約人氣漢堡店 Shake Shack 已經準備咗超豐富禮物隆重加 盟「最勁抽」喇! 由今日開始，「最勁抽」除咗有機會抽到現金回贈丶優惠券及禮物外，仲可以抽到由 SHAKE SHACK 送出超過 300,000 份驚喜禮物，當中包括有免費漢堡包丶雪糕同飲品，同埋餐飲現金券，務必令你大 飽口福!以後玩「最勁抽」，又多款禮物可以選擇喇! 提提你:只要用 ZA Card 消費 HKD 10 或以上，就可以參加一次「最勁抽」*，抽最豐富獎品喇!   仲有仲有，8 月 11 日去屯門市廣場 ZA 百萬勁抽嘉年華都可以抽到 SHAKE SHACK 嘅免費漢堡包! 記住去玩啦!  #最勁抽 #照顧埋你胃口 #可能係最貼心嘅獎品 #真係好玩新奇又刺激 #很想中吧 #ZACard #ZABank  *合資格簽賬交易金額需不少於 HKD 10 才能獲得「最勁抽」機會，且不可同時享有其他 ZA Card 回贈 優惠。所有機會的有效時間為 48 小時。 每一次的「最勁抽」機會，將有機會給予高達簽賬額之 200% 回贈獎賞或其他指定獎賞。每個獎賞的中獎率並非平均分佈。回贈以 ZA Coin 形式發放。ZA Coin 是由眾安國際金融服務有限公司營運的第三方獎勵計劃。每筆交易的獎賞上限為 1,000,000 ZA Coin(或 HKD 10,000)。受條款及細則約束。",1,19,2
ZA,2022-07-27,【🎊嘉年華開幕啦🎊！🎯百萬勁抽等你嚟拎！】 🟡 ZA 百萬勁抽嘉年華 🟢今日正式開幕！🎡 除咗免費入場玩之外😆，數千份獎品同百萬獎金都已經 Stand by🥳，等緊你拎走🤩！今次仲破天荒大派精選紀念品😳，而家就同你晒冷🧏🏻‍♂️！  💃🏻大量紀念品等你拎🕺！ 涼浸浸手扇🌬丨清汗手巾💦丨Z&A 天然呆 Sticker😮丨高汁環保餐具🍴丨手作筆記本📇丨口罩套🎏 快啲叫埋摯愛一齊涼冷氣拎獎品🎐！  八大必玩攤位： 勁抽蛋箱🥚丨拍手「獎」🥊丨今期最「虹」🌈丨環法大賞🚴 人人彈喜🤽‍♀️ 丨乖乖龍地洞🎯 丨怕你有牙🦷丨桶桶籠桶🕹  記住記住記住🔊！最重要係一定要到實體百萬勁抽機參加抽獎🀄️，呢一百萬有機會係你一人拎走🃏！  🚈 第一站︰奧海城 日期：7 月 27 日至 8 月 8 日 時間：12:00 – 21:00  🕋第二站︰屯門市廣場 日期：8 月 11 日至 8 月 23 日 時間：12:00 – 21:00  立即熟讀攻略，睇睇點樣快人一步贏走所有獎品啦！ZA 百萬勁抽嘉年華網頁：https://za.group/hk/za-carnival  #諗定一百萬點用 #好開心 #可以同大家見面 #仲有冷氣涼 #最緊要有冷氣 #最緊要有ZA #ZABank #ZACard  受相關條款及細則約束,7,30,8
ZA,2022-07-26,【最後衝刺！🏃‍♂️ ITeSHOP 激安大減價折上折！】  仲有 2 日咋！仲未買新衫嘅潮流達人，係時候要出動喇！😎  今次 ITeSHOP 激安大減價有超過 600 個時尚服飾品牌畀大家慢慢選擇，例如有大熱嘅 Fred Perry丶BEAMS BOY丶STYLENANDA丶earth music&ecology 及 :CHOCOOLATE 等，折扣優惠激減至 2 折！🎉 再用埋 ZA Card 簽賬，仲享有額外 9 折優惠*，即係話埋單有 18 折咁多！  👉 優惠詳情： 日期：即日起至 7 月 27 日  優惠詳情： 於結賬前輸入優惠碼「ZA10」 並用 ZA Card 於 ITeSHOP 消費可享低至 2 折激安折扣 +  額外 9 折！  🛒 立即去選購：  https://iteshop.it/zabit  另外，由即日起憑開戶邀請碼「ZAITESHOP」成功開立 ZA Bank 戶口^，再於 14 日內使用 ZA Card 消費 1 次，即可獲得 HKD 200 現金# ，等你 Shopping 賺到盡！   #ITeSHOP激安大減價 #今次唔買 #唔知等到幾時再咁平 #買定啲靚衫去dating #ZACard #ZABank  -------  * 優惠只適用於使用有效 ZA Card 的客戶透過 ITeSHOP 指定鏈接全額支付任何相關款項。 除非另有說明，否則優惠不可與 IT 或 ITeSHOP 會員優惠券、折扣或促銷同時使用。 10% 折扣優惠僅適用於 ITeSHOP 內年度激安大減價指定鏈接消費，客戶在 ITeSHOP 結賬前需要輸入促銷代碼「ZA10」。 優惠受條款及細則約束：https://bit.ly/3Ok79aq  ^ 合資格用戶須成功通過 ZA Bank 的內部審查流程。  # 獎賞將透過現金形式直接存入合資格用戶的 ZA Bank 賬戶。如用戶的賬戶正通過內部查核，獎賞將會延遲至賬戶查核通過後發放。 優惠受條款及細則約束。,0,14,0
ZA,2022-07-25,【8 大必玩！睇盡 ZA 嘉年華 Roadmap🛤！】  嚟緊 27 號開幕嘅☀️ ZA 嘉年華除咗會跨區舉辦🔥，仲有八大必玩攤位🎪，每日送出過千份獎賞之餘😗，仲有機會一注獨中百萬現金巨賞🤩！  而家率先披露八大必玩遊戲名🤓，大家又估唔估到係玩啲咩😎？嚟緊教埋你贏攤位秘訣😏，務求人人拎獎品💃，玩得開心🕺！  八大必玩攤位： 勁抽蛋箱🥚丨拍手「獎」🥊丨今期最「虹」🌈丨環法大賞🚴 ｜ 人人彈喜🤽‍♀️ 丨乖乖龍地洞🎯 丨怕你有牙🦷丨桶桶籠桶🕹  🏵 第一站︰奧海城 日期：7 月 27 日至 8 月 8 日 時間：12:00 – 21:00  🎰 第二站︰屯門市廣場 日期：8 月 11 日至 8 月 23 日 時間：12:00 – 21:00  ZA 百萬勁抽嘉年華網頁：https://za.group/hk/za-carnival  受相關條款及細則約束。  #百萬勁抽 #ZACard #嘆冷氣贏獎品 #ZABank #今夏必到,0,12,3
ZA,2022-07-22,"【好強嘅氣⚡： ZA 嘉年華今夏開鑼☀️！仲帶埋百萬勁抽返嚟啦🎉！】 近排感唔感受到一股好強嘅氣嚟緊️🌪？因為有大 Z 兄企喺度🕺🏿 –「 ZA 百萬勁抽嘉年華」返嚟啦 😍 ！ 感覺到全部獎金獎品返晒嚟🔥！ 今次仲首次移師到商場入面😝，等你可以嘆住冷氣，買玩賞一次做晒🥳！  除咗可以免費狂玩 8 大經典攤位贏限量精美 ZA 周邊之外，記得一定唔可以錯過今年嘅 「實體百萬勁抽機」！獎品仲重點加入「百萬勁抽券」🎟，有機會獨贏 HKD 1,000,000 💰！大獎唔等人！記得 7 月 27 至 8 月 23 日嚟狂玩拎巨賞啦🏃‍♂️！  🏵 第一站︰奧海城 日期：7 月 27 日至 8 月 8 日 時間：12:00 – 21:00  🎰 第二站︰屯門市廣場 日期：8 月 11 日至 8 月 23 日 時間：12:00 – 21:00  實際開放時間會按時更新，想知更多就要上 ZA 百萬勁抽嘉年華網頁望望啦👀 https://za.group/hk/za-carnival！  活動受相關條款及細則約束︰https://bit.ly/3PL7jc5 #密切留意 #強勢回歸 #返晒嚟啦 #好強嘅氣 #夏日勁抽呈獻 #ZABank #ZACard #百萬勁抽",3,29,3
ZA,2022-07-21,"【夏日出遊提案 🌞 ZA Card 高達 11% 折扣優惠！ 】  要 Discount？唔使頻頻撲撲 🏃🏻‍♀️ 左搭右搭冒住畀人呃嘅風險先得嘅！  有 ZA Card 真幫手真優惠！🤜🏻🤛🏻 由即日起至 9 月 30 日，憑卡於 Klook、 Trip.com 丶KKday 及 Holimood 等旅遊平台消費，可享高達 11% 折扣優惠*！由購買主題樂園門票丶預訂 Staycation 套票，去到各式各樣的興趣工作坊，都一樣有優惠。實行人人有份，一卡通行！🥳  夏日出遊提案  🎠 樂園忘返 – 5% 額外回贈  主題樂園優惠門票 HKD 150 起 : https://bit.ly/3yTP9Ox 水上樂園門票 HKD 80 起 : https://bit.ly/3yWzD4z  🛏 Staycat「筍」– 5% 額外回贈 香港迪士尼樂園酒店 HKD 3,275 起 : https://bit.ly/3ojsO8j 香港瑰麗酒店 HKD 2,819 起: https://bit.ly/3zl7xRS  🌊 水上透心涼 – 11% 額外回贈 西貢獨木舟/ 直立板租借 HKD 100 起: https://bit.ly/3aV5A5i 風箏衝浪體驗 HKD 499 起: https://bit.ly/3IUnRME 美人魚體驗課程 HKD 850 起: https://bit.ly/3B31Qtf  想發掘更多暑期活動？立即了解更多：https://bank.za.group/hk/za-card/travel  #難分真與假 #唔好輕易信人啊 #信ZACard就得喇 #真抵Deal #ZABank #ZACard  *受條款及細則約束: https://bank.za.group/agreement/html/zh_HK/1000322",2,13,0
ZA,2022-07-19,【 ZA Card 專享： ITeSHOP 激安大減價低至 18 折！🛒】  最令人期待嘅 ITeSHOP 激安大減價又嚟喇！🥳 今次 @iteshoponline  推出大量精選年度單品以減價發售，超過 600 個國際時尚潮流及主打年輕潮流服飾品牌，包括  Fred Perry丶BEAMS BOY丶STYLENANDA丶earth music&ecology 及 :CHOCOOLATE 等，折扣優惠激減至 2 折！再用埋 ZA Card 簽賬，仲享有額外 9 折優惠*，盡享折上折優惠！  👉 優惠詳情： 日期：即日起至 7 月 27 日  優惠詳情： 於結賬前輸入促銷代碼 「ZA10」 並用 ZA Card 於 ITeSHOP 消費可享低至 2 折激安折扣 +  額外 9 折！  🛒 立即去選購： https://iteshop.it/zasit  另外，由即日起憑開戶邀請碼「ZAITESHOP」成功開立 ZA Bank 戶口^，再於 14 日內使用 ZA Card 消費 1 次，即可獲得 HKD 200 現金# ，等你 Shopping 賺到盡！   #ITeSHOP激安大減價 #又係時候換季 #全年減得最犀利嘅一次 #真係唔miss得 #ZACard #ZABank  -------  * 優惠只適用於使用有效 ZA Card 的客戶透過 ITeSHOP 指定鏈接全額支付任何相關款項。 除非另有說明，否則優惠不可與 IT 或 ITeSHOP 會員優惠券、折扣或促銷同時使用。 10% 折扣優惠僅適用於 ITeSHOP 內年度激安大減價指定鏈接消費，客戶在 ITeSHOP 結賬前需要輸入促銷代碼「ZA10」。 優惠受條款及細則約束：https://bit.ly/3Ok79aq  ^ 合資格用戶須成功通過 ZA Bank 的內部審查流程。  # 獎賞將透過現金形式直接存入合資格用戶的 ZA Bank 賬戶。如用戶的賬戶正通過內部查核，獎賞將會延遲至賬戶查核通過後發放。 優惠受條款及細則約束。,1,13,0
ZA,2022-07-13,【零瓜分 🍉 真獨贏！百萬勁抽送你一百萬 💰】  一個人原來先可以盡興！😎 點解？因為 ZA 百萬勁抽嘅幸運兒可以獨贏一百萬現金啊*！  每次用 ZA Card 消費即有機會抽取「百萬勁抽券」🎟！收集數量愈多，中獎機會愈大！8 月 13 日我哋將會抽出一個獨贏一百萬嘅中獎號碼🎰，一百萬現金馬上屬於你！講明要拒絕瓜分 🙅🏻‍♂️，一人獨享 😏！  💡 點樣拎到「百萬勁抽券」？ 1. 用 ZA Card 消費 💳 就有機會拎到「百萬勁抽券」！ 2. 完成 ZA Quest專屬任務，都保證拎到「百萬勁抽券」㗎！  🥳 撳入嚟睇下攻略先：https://bank.za.group//1MPowerDraw  #百萬勁抽 #百萬勁抽券 #今舖我要自私贏 #唔識跳都一齊跳 #跳完好似會容易啲中獎 #ZACard #ZABank  -------  * 推廣期由即日起至 2022 年 8 月 31 日 (共兩輪活動，每個曆月為一輪活動)。用戶參與最勁抽或完成指定任務後有機會獲得百萬勁抽券，ZA Bank 將於每輪活動結束後抽出其中一張百萬勁抽券，該券的擁有者將會獲得港幣一百萬現金獎賞。受條款及細則約束：https://bit.ly/39WVh01,4,20,5
ZA,2022-07-07,【🙊 條罪係好勁好勁啊】 「你的人生將在 14 年後重新轉載…⌛」搶飛可以無限 refresh，但唔小心誤墮 ＃洗黑錢陷阱 就未必咁好彩喇！  全個世界都有罪犯 🎵 佢哋最叻用唔同話題做掩飾，目的都係吸引你借出或售賣銀行戶口。萬一你嘅戶口被不法之徒用嚟收取來歷不明嘅資金，或者轉賬至同黨嘅賬戶，咁你同樣有機會干犯 #洗黑錢罪，最高刑罰係罰款港幣 500 萬同監禁 14 年 ⚠️  懷疑自己中伏？隨時打開 ZA Bank App 📱 或者透過 24 小時客戶服務熱線 3665 3665 ☎️ 聯絡我哋啦。  Click 埋呢條 link 去 香港金融管理局 Hong Kong Monetary Authority 嘅專頁了解更多相關資訊 👉 https://bit.ly/3ypCOkF   #ZABank #虛擬銀行 #唔好借出或售賣銀行戶口,1,16,2
ZA,2022-07-07,"【安妮亞喜歡這個  👩🏻‍🦰  消費券加碼！】  唔駛識讀心術都知道呢個優惠好吸引 🤩 只要你用八達通卡拎消費券並喺 https://bit.ly/3xHKMp5 登記及成功開 ZA Bank 賬戶，就送多 HKD 500 俾你* 💵 簡單登記，坐住賺~幫你嘅消費券加碼！  💰 用八達通卡使消費券，喺超過 150,000 個消費點嘟下嘟下，輕鬆嘟走高達 HKD 200 奬賞^！即睇詳情 ➡️ https://bit.ly/3QVNYGM  仲想要更多優惠？下載八達通 App，一打開就有過百款商戶優惠券，參加埋八達通 Easy Earn 好賞嘟，仲可以去唔同商戶儲印花拎獎賞！➡️ https://bit.ly/3xKM5ny  🧧 現有 ZA Bank 用戶，只要派一封八達通消費券封面利是俾好友就可以抽最高 HKD 5,000 奬賞# ！一齊賺多啲，消費盡情啲！  #消費券 #ZABank #送你一成 #消費精明 #八達通 #易用易使 #用八達通卡使消費券 #易使啲 #賺多啲 #TakeItEasy #SpyxFamily #間碟家家酒  ------ *由即日至 7 月 23 日 ，合資格客戶必須在開戶時準確輸入開戶邀請碼「OCTOPUS」或在指定開戶登記頁以手機號碼、一次性短訊手機驗證碼及電郵登記 ，並用同一手機號碼於最新 ZA Bank App 版本開立 ZA Bank 戶口，再於成功開戶後 14天內到 ZA Bank App 提交用作登記 2022 年消費券計劃第二階段的八達通卡號碼。收到領獎通知後需到八達通 App 或八達通服務站領取獎賞。合資格客戶需未曾於 ZA Bank 開設銀行戶口及未曾持有任何 ZA Bank 的產品或服務。受條款及細則 (https://bit.ly/3xnOsw7) 約束。  ^「易用易賞」推廣由八達通卡有限公司提供，名額有限，先到先得，詳情請瀏覽用八達通使消費券 2022 推廣網頁https://bit.ly/3QVNYGM。  # 由即日至 7 月 23 日，合資格客戶必須到 ZA Bank App >「探索」頁 > 「ZA 任務」完成「派八達通消費券封面利是」任務。完成任務後會獲得 ZA 任務扭蛋 1 個，隨機抽取1 個限定主題角色造型及高達 500,000 ZA Coin 獎賞（ZA Coin 是由眾安國際金融服務有限公司營運的第三方獎勵計劃）。此活動不適用於經八達通優惠開戶的客戶。受條款及細則 (https://bit.ly/3HJwBor) 約束。",2,25,7
ZA,2022-07-06,【#百萬勁抽 抽中一百萬先最勁抽！😎】  忍唔住跟咗個 beat 郁？😁 有靚聲 Calvert Fu 符家浚拍住女神 #夢雨 一齊跳呢隻 #勁抽舞，加持抽中一百萬現金冇難度！識跳嘅一齊跳喇喂！💃  講緊係人人都有份玩嘅「百萬勁抽」！💰 而家只要用 ZA Card 消費，即有機會抽取「百萬勁抽券」🎟，競逐贏走一百萬嘅機會！下個月我哋就會抽出一位幸運兒，獨贏一百萬現金*！消費次數愈多，就愈大機會中獎！🤑 機會唔係成日有，銀行戶口有幾多個零就睇今次喇！今個月食飯行街畀錢就唔好同我爭喇～😏  仲有咩方法拎到「百萬勁抽券」🎟：https://bank.za.group//1MPowerDraw  #百萬勁抽 #百萬勁抽券 #今舖我要自私贏 #唔識跳都一齊跳 #跳完好似會容易啲中獎 #ZACard #ZABank  ------- * 推廣期由即日起至 2022 年 8 月 31 日 (共兩輪活動，每個曆月為一輪活動)。用戶參與最勁抽或完成指定任務後有機會獲得百萬勁抽券，ZA Bank 將於每輪活動結束後抽出其中一張百萬勁抽券，該券的擁有者將會獲得港幣一百萬現金獎賞。受條款及細則約束：https://bit.ly/39WVh01,3,23,11
ZA,2022-07-02,"【突發！真係有一百萬隨街跳？！💰】  要成為百萬富翁，唔一定要識答一百萬嘅題目，有 ZA Card 咪得囉！😎  每次用 ZA Card 消費，除咗可以抽中高達 200% 回贈*，而家仲有機會抽取「百萬勁抽券」🎟，每月我哋會抽出一位幸運兒，獨贏一百萬現金# ！係一百萬咁多啊！！！🤑 從此唔止「最勁抽」，仲係「百萬勁抽」！🎉 仲唔快啲拎定張 ZA Card 出街買嘢？  🙊 唔好話小編唔醒你：手持愈多「百萬勁抽券」，中獎機就會愈高！  仲有咩方法拎到「百萬勁抽券」🎟：https://bank.za.group//1MPowerDraw  #百萬勁抽 #百萬勁抽券 #今舖我要自私贏 #銀行存款今次多咗好多個零 #上車有望 #ZACard #ZABank  ------- * 由即日起至 8 月 31 日，合資格簽賬交易金額需不少於 HKD 10 才能獲得「最勁抽」機會。獲得「最勁抽」機會的交易不可同時享有其他回贈優惠。每人每日最多可獲得 20 次機會。所有機會的有效時間為 48 小時。每一次「最勁抽」機會將隨機獲得高達簽賬額之200%回贈獎勵。回贈以 ZA Coin 形式發放。ZA Coin 是由眾安國際金融服務有限公司營運的第三方獎勵計劃。每筆交易的獎勵上限為 1,000,000 ZA Coin（或HKD 10,000）。受條款及細則約束：https://bit.ly/3OP9NFN  # 推廣期由即日起至 2022 年 8 月 31 日 (共兩輪活動，每個曆月為一輪活動)。用戶參與最勁抽或完成指定任務後有機會獲得百萬勁抽券，ZA Bank 將於每輪活動結束後抽出其中一張百萬勁抽券，該券的擁有者將會獲得港幣一百萬現金獎賞。受條款及細則約束：https://bit.ly/39WVh01",18,25,3
